transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,amount_ARS
T2644355,2023-11-01T14:13:09.242123,ACC883672,ACC543275,1256.05,deposit,utilities,London,pos,True,5006.491234819167,0.81,3,0.96,wire_transfer,206.65.220.244,D1091734,1824098.6125
T2889177,2023-06-02T21:46:42.173860,ACC835003,ACC302962,18.74,transfer,entertainment,Toronto,atm,True,66.0983998763889,-1.57,13,0.46,ACH,225.240.15.210,D3518704,27215.164999999997
T512304,2023-07-28T04:36:42.811460,ACC191014,ACC994860,87.61,payment,travel,Singapore,pos,False,4474.309662198333,0.2,4,0.68,ACH,34.218.215.53,D2833951,127231.6225
T1010186,2023-07-18T08:37:49.932653,ACC138230,ACC365895,41.65,withdrawal,utilities,Toronto,pos,True,-2033.5631856266668,-0.49,3,0.36,UPI,33.139.246.185,D2064953,60486.2125
T1539729,2023-05-10T04:25:00.173682,ACC214514,ACC510185,185.4,withdrawal,travel,Toronto,mobile,True,1459.060811491389,-2.7,16,0.99,wire_transfer,195.33.148.174,D6639465,269247.15
T1528211,2023-10-23T06:36:48.530669,ACC900296,ACC893129,188.5,payment,retail,Singapore,atm,True,3520.868319554166,-0.04,15,0.3,ACH,114.56.74.63,D6867739,273749.125
T2990158,2023-02-27T16:45:20.022416,ACC408773,ACC385289,5.12,payment,grocery,New York,mobile,True,225.60140403416668,-1.04,4,0.76,wire_transfer,20.243.14.122,D6475087,7435.52
T1118782,2023-04-16T02:52:48.191553,ACC739322,ACC832045,233.87,payment,travel,Singapore,pos,False,-4976.383561896112,0.94,20,0.81,UPI,225.146.142.36,D5926544,339637.7075
T4225129,2023-09-09T21:18:44.897839,ACC723468,ACC520023,0.01,withdrawal,other,Berlin,mobile,False,4821.040006620833,0.33,1,0.1,ACH,190.210.173.241,D4811551,14.5225
T4541919,2023-12-24T02:18:08.108700,ACC231082,ACC599778,248.71,withdrawal,other,London,atm,True,222.2217681538889,0.36,14,0.34,wire_transfer,221.187.100.33,D4780533,361189.09750000003
T4460106,2023-04-10T22:47:13.695406,ACC651802,ACC666768,1486.89,deposit,entertainment,Toronto,web,True,336.4172930588889,-0.27,12,0.13,ACH,201.14.125.12,D9851686,2159336.0025
T3999433,2023-10-30T02:50:19.126891,ACC611311,ACC755271,129.2,withdrawal,online,Dubai,pos,True,-479.3294777522223,1.11,1,0.42,wire_transfer,172.77.248.41,D3133668,187630.69999999998
T1829859,2023-10-26T11:35:14.104957,ACC614192,ACC263430,32.84,transfer,other,Berlin,mobile,True,863.057650795,-0.37,20,0.31,UPI,78.69.19.61,D5383479,47691.89000000001
T2966827,2023-05-18T17:04:29.485993,ACC304823,ACC376408,323.29,withdrawal,restaurant,Sydney,web,True,-1226.8334778275,-1.88,7,0.71,ACH,74.208.246.219,D2930121,469497.9025
T4741750,2023-12-09T14:15:06.549694,ACC290610,ACC511496,223.26,withdrawal,grocery,Singapore,web,False,4099.129063531945,1.33,18,0.27,ACH,103.177.61.122,D2827978,324229.33499999996
T4775581,2023-02-22T16:14:23.256880,ACC566863,ACC442714,181.35,deposit,entertainment,Toronto,atm,False,-1066.8952211494443,0.53,20,0.99,ACH,114.182.3.93,D8040748,263365.5375
T4049707,2023-07-30T23:53:13.741904,ACC224668,ACC858604,1250.45,deposit,travel,Toronto,web,False,4166.014741411666,-0.37,4,0.4,UPI,239.222.138.42,D3455465,1815966.0125
T1667451,2023-08-30T02:52:40.679763,ACC312787,ACC592785,663.09,deposit,retail,Tokyo,pos,False,-381.04970404666665,-0.99,2,0.52,ACH,103.251.151.38,D9540581,962972.4525
T493088,2023-03-14T04:27:58.076206,ACC502829,ACC116596,18.7,transfer,entertainment,Toronto,mobile,False,1507.8604132527778,-2.28,8,0.01,card,39.15.249.130,D3191461,27157.075
T4653244,2023-03-28T04:38:37.901269,ACC820802,ACC943491,432.36,withdrawal,travel,Tokyo,atm,True,-3140.139355061945,0.83,11,0.44,card,227.11.237.3,D5668316,627894.81
T1707566,2023-03-08T05:56:56.417092,ACC644916,ACC918489,0.63,payment,restaurant,Singapore,mobile,False,533.5911840038889,-0.06,8,0.31,wire_transfer,85.49.236.197,D9518944,914.9175
T2497263,2023-01-11T00:55:47.227684,ACC807155,ACC241711,695.51,withdrawal,other,New York,mobile,True,-4747.991646753333,-1.27,1,0.03,ACH,196.33.87.163,D3058594,1010054.3975
T1493047,2023-04-14T06:35:09.076076,ACC177370,ACC641565,8.51,transfer,restaurant,Dubai,pos,True,1448.1060779844445,-0.12,18,0.8,UPI,213.145.96.54,D2609870,12358.6475
T4702172,2023-07-12T16:13:21.268705,ACC738324,ACC389834,682.78,deposit,grocery,Berlin,web,True,672.8028912944445,0.07,11,0.27,wire_transfer,248.73.247.178,D6812043,991567.255
T1603642,2023-09-03T07:06:32.356332,ACC364240,ACC535447,18.98,payment,retail,Singapore,mobile,True,3036.4154641441664,-1.53,19,0.45,UPI,135.86.116.137,D8129692,27563.705
T2252065,2023-11-25T20:14:13.499151,ACC295539,ACC843084,1082.69,deposit,travel,New York,pos,False,5917.720509357778,-0.26,8,0.83,UPI,95.119.61.199,D6204478,1572336.5525
T1129431,2023-05-03T09:04:24.061540,ACC166549,ACC265189,1019.72,deposit,other,Sydney,mobile,True,1204.8447210233332,-0.65,18,0.16,ACH,179.8.89.252,D1077050,1480888.37
T4831196,2023-08-12T21:28:31.176583,ACC849194,ACC236912,25.29,transfer,travel,New York,atm,False,2043.647815752778,0.05,8,0.62,card,216.103.25.140,D8123803,36727.4025
T3999441,2023-04-04T10:35:16.284061,ACC914499,ACC229973,440.94,withdrawal,utilities,Sydney,atm,False,-1023.1914689913888,-0.19,17,0.85,ACH,199.156.152.178,D4568144,640355.115
T3244463,2023-08-03T15:53:12.605203,ACC880505,ACC110332,15.67,transfer,restaurant,Berlin,atm,True,3136.912428947222,-0.96,19,0.19,UPI,238.145.73.176,D2043491,22756.7575
T1266089,2023-10-07T12:00:16.944619,ACC978684,ACC281570,387.35,withdrawal,entertainment,New York,web,True,2208.960887473611,0.95,14,0.88,wire_transfer,196.214.85.112,D8184089,562529.0375
T1241262,2023-10-09T14:07:07.184984,ACC342679,ACC723158,142.89,payment,other,Tokyo,web,False,,1.06,15,0.41,ACH,139.210.175.161,D3099300,207512.00249999997
T3529505,2023-12-13T16:02:17.431729,ACC673201,ACC803112,407.38,withdrawal,grocery,Toronto,mobile,True,1527.3770552680555,-1.05,7,0.11,wire_transfer,221.155.232.126,D6658099,591617.605
T2342979,2023-04-05T14:09:27.927749,ACC329816,ACC501529,119.96,payment,online,Sydney,web,False,-4582.40901623,0.14,15,0.38,ACH,254.192.111.196,D3481855,174211.91
T1818495,2023-07-21T23:10:05.738645,ACC422493,ACC979797,194.38,withdrawal,entertainment,Berlin,mobile,False,-1072.306154061111,-1.05,14,0.35,ACH,98.61.31.135,D8350931,282288.355
T2007703,2023-02-26T14:04:36.589127,ACC740948,ACC308973,115.79,withdrawal,other,New York,atm,False,-260.97383945194446,0.88,6,0.71,ACH,29.187.59.210,D2096956,168156.0275
T1835698,2023-09-08T01:54:48.342731,ACC329161,ACC492221,15.95,transfer,retail,Tokyo,atm,False,-1246.6543376894444,0.43,2,0.06,wire_transfer,78.35.103.62,D2829097,23163.3875
T4071055,2023-03-19T02:07:57.522597,ACC698574,ACC967129,26.34,payment,online,Sydney,atm,False,-2050.551554241667,0.05,11,0.3,wire_transfer,231.19.58.216,D4087850,38252.265
T1935639,2023-09-25T17:54:22.735425,ACC701818,ACC611091,1511.86,deposit,online,Tokyo,mobile,True,-1573.9688807252778,0.11,8,0.99,wire_transfer,36.155.131.131,D2477939,2195598.685
T2744999,2023-05-23T08:53:40.726773,ACC317254,ACC723155,61.26,payment,travel,Dubai,pos,True,2677.3591493244444,1.19,7,0.16,wire_transfer,192.68.62.191,D9533375,88964.83499999999
T2451773,2023-11-12T05:44:08.702817,ACC586668,ACC893772,1414.82,deposit,retail,Singapore,mobile,False,6956.568429257778,1.94,12,0.99,wire_transfer,101.61.213.23,D2879978,2054672.345
T5052066,2023-01-25T01:28:31.231609,ACC717890,ACC592567,44.68,withdrawal,restaurant,Berlin,web,False,-5348.577958088333,0.35,18,0.84,card,130.254.20.92,D4391984,64886.53
T2768275,2023-06-12T06:45:21.532924,ACC585093,ACC463670,209.44,payment,travel,Berlin,web,False,,2.02,15,0.6,UPI,75.0.28.148,D1684554,304159.24
T1915639,2023-02-07T23:33:10.008501,ACC856501,ACC404034,958.14,deposit,restaurant,Toronto,pos,False,-7367.736161939167,0.06,3,0.65,wire_transfer,47.112.39.45,D5532454,1391458.815
T4155692,2023-06-26T04:39:47.209120,ACC165327,ACC292582,1342.68,deposit,utilities,Dubai,mobile,True,2902.1704201269445,-0.51,3,0.7,ACH,55.168.98.94,D3899953,1949907.03
T2235096,2023-02-18T11:50:07.189161,ACC152547,ACC169282,447.68,withdrawal,online,Tokyo,pos,False,-3851.621403708333,-0.59,3,0.68,UPI,9.230.241.89,D2788580,650143.28
T4602352,2023-08-02T13:49:28.776165,ACC122029,ACC661471,112.94,withdrawal,utilities,Berlin,atm,False,-1958.7826124672224,0.37,1,0.27,card,119.94.0.77,D8292592,164017.115
T2027582,2023-06-25T01:47:55.680454,ACC576858,ACC900459,40.05,payment,online,Berlin,mobile,False,-3382.0559950583333,-0.25,5,0.12,card,69.130.124.41,D7337380,58162.612499999996
T4113916,2023-06-21T07:06:52.425804,ACC320956,ACC764751,33.7,transfer,retail,Berlin,mobile,False,-3449.643833212778,1.66,14,0.75,UPI,20.112.225.31,D3030661,48940.825000000004
T854971,2023-02-07T06:08:54.091742,ACC928681,ACC389975,478.77,withdrawal,retail,Sydney,mobile,True,-6457.6837662025,-1.38,7,0.93,ACH,206.204.199.182,D3986313,695293.7324999999
T2418866,2023-02-02T08:53:53.307928,ACC394521,ACC952614,0.01,withdrawal,utilities,London,pos,True,-6968.495128932223,-0.45,3,0.77,card,208.152.196.252,D9718966,14.5225
T719725,2023-07-09T03:37:43.831444,ACC953448,ACC933725,40.65,payment,other,Singapore,atm,False,699.8462203697222,-0.87,20,0.1,UPI,99.73.214.9,D7527036,59033.9625
T3269865,2023-02-17T07:15:07.192122,ACC948100,ACC713436,41.66,payment,travel,London,web,False,-511.45435816416665,0.7,12,0.16,wire_transfer,53.151.236.197,D8489576,60500.73499999999
T4214083,2023-11-16T00:58:31.902457,ACC553615,ACC563315,631.82,deposit,other,Dubai,web,False,-482.0581570002777,0.75,13,0.36,UPI,68.187.35.247,D2096618,917560.5950000001
T1341208,2023-06-08T05:55:46.448430,ACC270492,ACC900723,501.51,withdrawal,utilities,Tokyo,pos,False,3604.0059812494446,-0.27,10,0.45,wire_transfer,184.43.12.57,D3569078,728317.8975
T625868,2023-12-02T11:47:29.806098,ACC652784,ACC555933,9.03,transfer,grocery,Toronto,pos,False,859.2957848574999,1.09,8,0.53,card,153.159.135.65,D7179921,13113.8175
T3380112,2023-12-27T00:44:40.962131,ACC942726,ACC797754,26.89,payment,retail,Berlin,pos,True,6761.021160858055,0.26,12,0.13,wire_transfer,131.88.115.1,D2240482,39051.0025
T5075928,2023-06-18T18:51:05.504079,ACC945160,ACC264792,739.02,withdrawal,utilities,Singapore,mobile,False,-281.26400183,-0.74,15,0.55,card,191.131.192.74,D5460918,1073241.795
T109290,2023-12-23T01:12:42.174238,ACC788501,ACC342545,13.38,transfer,entertainment,Berlin,atm,False,,-0.12,9,0.64,ACH,31.5.202.109,D3647459,19431.105
T1236438,2023-10-20T17:46:58.275523,ACC703129,ACC512317,274.57,deposit,entertainment,Berlin,atm,False,1049.643879642222,-0.4,10,0.31,UPI,202.95.82.60,D1575037,398744.2825
T4906637,2023-11-14T21:49:17.531701,ACC388563,ACC844433,0.01,withdrawal,grocery,Berlin,atm,True,5687.172606748333,-1.37,11,0.03,UPI,113.37.30.19,D8559667,14.5225
T3159928,2023-04-02T00:12:44.482950,ACC184272,ACC975620,107.39,payment,grocery,London,mobile,False,1892.2572923333328,-1.49,5,0.46,wire_transfer,84.19.81.72,D4422586,155957.1275
T3121427,2023-11-06T13:48:36.908504,ACC288694,ACC714705,1558.44,deposit,travel,Toronto,pos,True,3766.60162362,-1.0,6,0.96,wire_transfer,232.116.36.194,D6196508,2263244.49
T3666751,2023-07-20T08:34:55.590885,ACC454429,ACC773111,646.71,deposit,restaurant,Tokyo,atm,True,3868.2862942936113,-0.06,6,0.15,wire_transfer,135.119.218.88,D6096948,939184.5975
T3501149,2023-12-25T09:42:37.422613,ACC795252,ACC848504,402.0,deposit,restaurant,Dubai,mobile,False,4499.6412280527775,2.18,4,0.41,wire_transfer,2.206.194.84,D1121507,583804.5
T4129186,2023-01-27T17:31:29.410949,ACC232258,ACC522557,55.73,payment,travel,Dubai,pos,True,-5461.961648244722,0.7,19,0.93,wire_transfer,226.75.156.97,D6859018,80933.8925
T3132363,2023-11-12T04:06:55.640208,ACC314662,ACC910428,14.0,transfer,entertainment,Sydney,web,True,5030.786379064722,-0.81,3,0.11,wire_transfer,146.156.217.104,D3196004,20331.5
T2195617,2023-05-14T03:53:16.514557,ACC937226,ACC854066,0.01,withdrawal,restaurant,Toronto,atm,True,801.8788672483333,-0.34,11,0.21,ACH,70.54.1.247,D3955276,14.5225
T3342717,2023-08-11T04:19:32.689482,ACC608987,ACC573562,419.32,withdrawal,retail,Berlin,mobile,True,4068.5960318586112,-0.59,11,0.1,ACH,97.203.191.200,D1215114,608957.47
T4513130,2023-03-18T08:59:46.582306,ACC322046,ACC270900,61.6,payment,online,Berlin,pos,True,-5264.815253312222,1.74,3,0.91,wire_transfer,189.58.222.144,D7836426,89458.6
T4262571,2023-11-24T09:57:30.770168,ACC903845,ACC455012,15.04,transfer,other,Toronto,web,False,2250.6643796502776,0.44,9,0.56,wire_transfer,65.212.143.253,D7208284,21841.84
T4522533,2023-02-15T10:48:27.899655,ACC926813,ACC791597,766.67,deposit,travel,Sydney,atm,True,-5846.275827006944,-0.17,11,0.66,UPI,201.232.174.251,D8517643,1113396.5074999998
T755961,2023-07-09T23:03:57.041189,ACC467609,ACC417141,24.61,transfer,travel,Sydney,web,True,3928.744789124444,1.81,2,0.21,wire_transfer,190.38.41.70,D6130710,35739.8725
T4098948,2023-05-12T14:45:15.643024,ACC686753,ACC612791,11.64,transfer,grocery,New York,mobile,True,-763.5881155372222,-2.12,15,0.71,wire_transfer,156.10.65.107,D2521386,16904.190000000002
T3102209,2023-07-23T09:58:30.195261,ACC278688,ACC167385,236.81,withdrawal,utilities,London,mobile,True,2477.2671003430555,0.89,2,0.5,card,140.202.253.12,D6711116,343907.3225
T1971345,2023-09-04T07:08:11.118269,ACC676198,ACC382253,410.29,deposit,online,Tokyo,web,False,-132.76359996166667,-2.08,5,0.17,ACH,187.30.243.1,D4768470,595843.6525000001
T1202443,2023-05-15T02:36:35.323426,ACC432233,ACC846121,305.05,withdrawal,travel,New York,mobile,True,-2806.2863295811107,0.26,3,0.29,wire_transfer,137.129.14.141,D1501841,443008.8625
T4361900,2023-10-13T10:47:21.218635,ACC501938,ACC230877,10.74,transfer,retail,London,web,True,5365.355509635,1.12,18,0.67,wire_transfer,170.8.95.226,D3071925,15597.165
T3733827,2023-11-20T19:07:30.113687,ACC367082,ACC971286,1606.53,deposit,travel,Toronto,mobile,False,436.5541483647222,-0.27,18,0.54,UPI,55.38.181.212,D7236784,2333083.1925
T191057,2023-11-13T10:23:59.873244,ACC190222,ACC724884,24.02,payment,retail,Sydney,atm,False,,-0.23,9,0.65,ACH,134.28.178.0,D3966143,34883.045
T1330155,2023-06-04T22:52:47.994690,ACC437010,ACC846371,151.92,payment,entertainment,Dubai,pos,False,,0.27,17,0.63,card,64.12.17.70,D7464023,220625.81999999998
T934572,2023-09-08T04:28:10.175228,ACC575686,ACC466253,30.24,payment,entertainment,Singapore,web,False,-441.5089005980555,-0.7,16,0.83,card,185.92.247.232,D7885935,43916.04
T1747755,2023-05-21T20:05:03.469202,ACC679132,ACC427212,1393.56,deposit,restaurant,Tokyo,web,True,-859.9320725411111,0.65,16,0.59,ACH,19.80.131.70,D5331814,2023797.51
T1473121,2023-10-02T22:54:24.943036,ACC937732,ACC951295,1182.6,deposit,entertainment,New York,atm,True,4193.235793617222,-1.53,14,0.53,ACH,82.76.14.97,D4255423,1717430.8499999999
T2981571,2023-08-27T01:50:14.376706,ACC262294,ACC706440,25.46,transfer,utilities,Tokyo,web,True,-1523.4178954944443,1.5,11,0.02,UPI,150.37.149.155,D9148802,36974.285
T4998860,2023-08-20T03:06:51.488074,ACC940709,ACC218314,20.49,transfer,entertainment,Sydney,atm,True,-318.73476687472225,-0.7,6,0.04,ACH,127.206.155.252,D7055093,29756.602499999997
T4816797,2023-09-15T11:34:12.568780,ACC114180,ACC735487,15.29,transfer,travel,Singapore,atm,True,1083.1373564455555,-0.39,9,0.48,wire_transfer,20.219.78.41,D7168559,22204.9025
T3986190,2023-08-19T16:00:36.454945,ACC566971,ACC822349,45.16,payment,other,Toronto,atm,False,2650.406151762222,-1.06,14,0.12,wire_transfer,34.94.90.235,D6898577,65583.61
T2849930,2023-07-01T03:24:05.078302,ACC485931,ACC270965,21.64,transfer,utilities,Sydney,mobile,True,-846.2123073530555,1.77,8,0.0,UPI,10.137.138.96,D7821835,31426.690000000002
T2256106,2023-08-08T02:20:38.713199,ACC707791,ACC659936,22.67,transfer,retail,Dubai,web,True,1216.4582132955554,0.53,6,0.32,wire_transfer,250.103.47.13,D5133129,32922.5075
T4385311,2023-09-07T00:12:20.067935,ACC171298,ACC862580,938.11,deposit,travel,Berlin,mobile,True,-346.376792225,-1.06,14,0.21,ACH,175.151.67.254,D8073565,1362370.2475
T1819279,2023-06-15T06:26:38.769696,ACC737894,ACC453969,27.17,payment,utilities,Singapore,atm,True,-2210.764942150556,-1.58,5,0.02,ACH,166.172.226.110,D1249418,39457.6325
T2262598,2023-08-02T00:43:11.880702,ACC116496,ACC377233,34.73,payment,utilities,London,web,False,-1779.3188363202778,-0.49,11,0.89,ACH,146.58.238.0,D6524503,50436.642499999994
T4919487,2023-12-27T23:39:49.080336,ACC125563,ACC366870,73.73,withdrawal,grocery,London,atm,False,2767.530736247777,-0.66,20,0.68,ACH,157.71.50.190,D8462238,107074.3925
T1719864,2023-08-31T00:41:05.303990,ACC485518,ACC231626,52.68,transfer,grocery,Sydney,mobile,True,-2304.6338409066666,0.37,16,0.27,wire_transfer,102.191.71.156,D1239971,76504.53
T2166030,2023-01-28T18:31:12.931231,ACC330067,ACC115640,886.08,withdrawal,online,Tokyo,pos,False,-4030.5141643675,0.17,16,0.33,wire_transfer,239.26.21.185,D7991002,1286809.6800000002
T531416,2023-09-22T11:59:43.826941,ACC306239,ACC131168,36.64,payment,restaurant,Sydney,atm,True,-1310.961300698611,1.42,12,0.08,card,3.108.92.177,D1757251,53210.44
T1229174,2023-09-29T05:50:18.500283,ACC230616,ACC892971,22.27,transfer,entertainment,London,pos,True,276.5869945375,-1.37,16,0.57,UPI,78.223.154.126,D7062313,32341.6075
T3726045,2023-11-29T13:17:07.171721,ACC947000,ACC206546,536.93,deposit,restaurant,Berlin,mobile,True,5147.199444770556,0.04,19,0.19,card,204.211.102.211,D6367040,779756.5924999999
T4681263,2023-07-02T11:48:31.514568,ACC275754,ACC560370,35.52,transfer,restaurant,Dubai,mobile,True,-2437.465116080278,-0.61,1,0.76,card,123.147.181.141,D1253696,51583.920000000006
T3891388,2023-05-15T12:30:38.167092,ACC792287,ACC395832,1519.53,deposit,utilities,Sydney,mobile,True,-3088.751988668333,-1.59,8,0.91,UPI,68.75.201.239,D8833000,2206737.4425
T1704038,2023-07-29T23:54:52.255786,ACC922547,ACC668493,128.82,payment,retail,Dubai,pos,False,,-0.3,10,0.76,UPI,251.178.6.205,D5123352,187078.845
T2139194,2023-01-16T00:27:20.619413,ACC358809,ACC467210,27.88,payment,retail,London,pos,True,-6741.470239341111,0.48,2,0.81,wire_transfer,242.229.159.133,D1311510,40488.729999999996
T1821744,2023-11-08T21:22:36.425603,ACC510419,ACC892666,1182.18,deposit,retail,Tokyo,web,False,2100.097679829722,0.6,17,0.1,UPI,77.203.107.139,D3534057,1716820.905
T3929476,2023-04-28T12:08:04.631562,ACC582678,ACC134892,5.85,deposit,restaurant,Dubai,mobile,True,-151.3155206963889,-0.12,17,0.5,UPI,180.119.170.208,D2301553,8495.6625
T639745,2023-04-21T19:00:15.017854,ACC240375,ACC900808,13.46,transfer,utilities,Tokyo,mobile,False,-5133.9916573508335,0.1,6,0.71,wire_transfer,71.166.70.134,D9684825,19547.285
T3370002,2023-01-08T23:44:29.394616,ACC905088,ACC933334,324.89,withdrawal,entertainment,Sydney,mobile,False,-6046.325167835833,1.85,2,0.43,card,154.153.55.237,D8802149,471821.5025
T4332949,2023-09-11T04:01:27.829959,ACC580703,ACC596420,17.99,payment,other,Sydney,mobile,False,984.4019639391666,-0.21,17,0.15,card,126.126.53.24,D6303977,26125.977499999997
T1457799,2023-05-10T08:14:21.152334,ACC986171,ACC437077,18.01,payment,restaurant,Tokyo,web,True,-4682.2493655525,-0.24,9,0.13,wire_transfer,140.39.196.109,D1860169,26155.022500000003
T2818731,2023-06-28T00:29:14.343595,ACC674045,ACC574686,273.49,withdrawal,entertainment,Toronto,web,False,3655.8377555722222,0.43,9,0.77,card,197.151.111.93,D5812723,397175.85250000004
T1867744,2023-01-13T20:42:56.054228,ACC439906,ACC531878,861.87,deposit,utilities,New York,mobile,True,-7101.947034884723,-0.24,2,0.75,UPI,221.107.85.131,D9793944,1251650.7075
T3183607,2023-11-08T06:33:39.333626,ACC879204,ACC504727,158.36,withdrawal,online,New York,pos,False,5167.220214188334,2.35,19,0.28,card,236.171.64.172,D9913451,229978.31000000003
T3200405,2023-08-18T06:56:55.966275,ACC739682,ACC206576,99.44,transfer,online,Dubai,web,False,1591.38309949,0.93,1,0.46,card,203.12.162.96,D6453859,144411.74
T1700048,2023-02-04T21:48:10.474459,ACC725440,ACC162585,211.42,withdrawal,entertainment,Toronto,web,True,513.3418985347222,0.09,4,0.77,UPI,128.174.73.72,D8089736,307034.695
T1846436,2023-11-08T06:33:04.807273,ACC435355,ACC340008,950.58,deposit,retail,Sydney,pos,True,809.3471184272222,-1.35,16,0.1,wire_transfer,1.146.236.200,D4393910,1380479.8050000002
T2954234,2023-11-01T05:26:04.268881,ACC561042,ACC552856,27.32,transfer,other,New York,atm,True,1454.2759764941668,0.0,9,0.87,ACH,163.45.143.239,D1466494,39675.47
T3003436,2023-09-22T07:36:46.193936,ACC103571,ACC354218,351.14,withdrawal,online,Tokyo,mobile,False,2590.390323961667,0.5,5,0.39,card,66.78.154.27,D6357475,509943.065
T1342646,2023-05-11T09:23:40.000211,ACC550587,ACC358429,1051.44,deposit,restaurant,Dubai,web,True,1237.1341165041667,0.28,20,0.14,wire_transfer,204.34.126.53,D8104243,1526953.74
T3630253,2023-06-12T22:24:23.991496,ACC181884,ACC292949,0.01,withdrawal,other,Sydney,mobile,True,-3645.8779215911113,-1.03,2,0.78,wire_transfer,39.73.228.216,D7899399,14.5225
T1842412,2023-02-02T08:36:25.107476,ACC222179,ACC982175,180.65,payment,entertainment,Sydney,mobile,False,-575.0539954080556,-0.79,2,0.92,ACH,61.203.63.21,D1021701,262348.9625
T2891685,2023-05-09T10:29:17.228869,ACC490265,ACC713145,654.35,withdrawal,retail,London,web,True,-2612.789663915833,0.81,15,0.91,UPI,196.90.176.71,D2150717,950279.7875
T2805359,2023-05-14T22:19:32.682150,ACC588956,ACC833689,34.63,transfer,restaurant,Dubai,mobile,True,-3650.115710823333,-0.49,16,0.2,wire_transfer,28.140.131.93,D7442179,50291.4175
T4090738,2023-12-30T01:25:39.338406,ACC292008,ACC608499,306.6,payment,utilities,Sydney,mobile,True,1152.351056384167,0.34,4,0.88,UPI,185.192.231.254,D4525107,445259.85000000003
T750248,2023-02-14T07:48:59.548466,ACC389560,ACC275563,160.48,payment,other,Sydney,atm,False,,-1.7,4,0.11,UPI,29.194.170.151,D4479383,233057.08
T4778754,2023-03-17T00:41:23.945412,ACC350490,ACC295258,903.3,deposit,restaurant,Berlin,web,False,-4954.984175026111,-0.44,3,0.58,card,141.61.68.79,D6418020,1311817.425
T3917441,2023-12-16T14:35:17.005523,ACC670362,ACC412571,17.4,transfer,retail,Dubai,web,False,6146.452776878334,0.65,17,0.68,wire_transfer,42.178.22.98,D1292512,25269.149999999998
T2448656,2023-12-08T20:09:04.154558,ACC607034,ACC457185,133.47,withdrawal,restaurant,Singapore,atm,False,5176.581366562223,-0.47,3,0.6,UPI,113.190.4.53,D3956909,193831.8075
T2580199,2023-10-11T19:13:29.855882,ACC239581,ACC307732,44.55,payment,retail,Sydney,mobile,False,3941.653224318611,0.48,20,0.13,UPI,25.217.20.58,D2717066,64697.737499999996
T3884921,2023-10-25T19:19:20.487614,ACC281965,ACC981891,75.16,payment,travel,Tokyo,pos,False,-1618.751561285,1.03,12,0.3,UPI,154.24.193.126,D9553458,109151.11
T3107037,2023-12-13T11:11:20.301713,ACC363773,ACC554978,1468.94,deposit,retail,Berlin,mobile,True,4842.6630427,-1.1,7,0.01,UPI,226.239.247.126,D7568327,2133268.115
T2983137,2023-12-23T16:28:18.772622,ACC786074,ACC401296,103.02,payment,utilities,Dubai,pos,True,1799.1633089580555,-1.38,4,0.15,wire_transfer,240.40.171.14,D4328823,149610.79499999998
T4189212,2023-02-02T17:22:18.990570,ACC379164,ACC368321,48.9,payment,entertainment,Singapore,web,False,-6945.429241181111,-1.71,7,0.97,card,59.95.211.153,D2137725,71015.025
T3797875,2023-04-25T17:32:41.638333,ACC907091,ACC964384,21.56,transfer,entertainment,New York,pos,True,2081.102408406111,0.02,19,0.99,ACH,35.3.190.98,D3455027,31310.51
T2093018,2023-03-01T11:41:34.077430,ACC761152,ACC200645,70.58,withdrawal,entertainment,Toronto,mobile,True,-3281.368434465277,-0.74,8,0.26,ACH,169.252.183.211,D9574605,102499.805
T2344585,2023-08-05T15:46:02.115453,ACC631554,ACC470540,385.79,withdrawal,other,Singapore,atm,True,-3038.979507573333,0.41,1,0.75,card,239.102.45.205,D1604826,560263.5275000001
T2248673,2023-01-22T08:04:29.585999,ACC941687,ACC949123,7.44,transfer,travel,Berlin,pos,False,-7624.167208355,-0.85,6,0.86,UPI,184.231.220.49,D1787396,10804.74
T3930322,2023-09-09T16:50:32.158434,ACC383641,ACC829619,317.35,withdrawal,grocery,Toronto,web,True,3618.5142296202775,-0.01,18,0.97,ACH,61.241.207.74,D3301811,460871.53750000003
T3653563,2023-11-26T04:49:30.098893,ACC646078,ACC848383,20.32,transfer,entertainment,Sydney,mobile,False,-344.15212167444446,-1.57,14,0.49,UPI,64.38.55.206,D7809881,29509.72
T500352,2023-07-04T03:26:19.285251,ACC567381,ACC319609,166.7,withdrawal,other,Sydney,atm,False,,-0.28,12,0.76,card,36.33.97.69,D1719511,242090.07499999998
T3665294,2023-12-11T15:32:11.808772,ACC592400,ACC162852,119.08,withdrawal,grocery,Sydney,pos,False,5534.046249786389,-0.61,5,0.04,ACH,20.144.254.216,D4415134,172933.93
T2890803,2023-10-25T23:31:13.688469,ACC599402,ACC189868,0.01,withdrawal,retail,Toronto,web,True,3803.57029505,-0.92,5,0.74,wire_transfer,255.243.8.97,D6802871,14.5225
T2207628,2023-12-29T12:22:00.341853,ACC921649,ACC427786,45.17,payment,restaurant,Dubai,atm,False,876.413185243889,-0.28,14,0.46,card,199.79.139.203,D9549580,65598.1325
